"Property Name","Property Code","Units","S8 Units","Portfolio Mgr","Regional VP","Regional CM","Contract Type","Last Renewal","Contract Exp","Contract Admin","Next UA Baseline","Paperwork Rec","Sent to HUD/CA","Conf by CA","Date to Order RCS","Due to HUD","Rent Increase","Increase Type","Notes"
"Halcyon House","90067","197","197","Tolga Ayberk","","","Option 1","","01/03/2036","Colorado Housing and Finance Authority","","","","","","09/04/2034","01/04/2035","OCAF",""
"Arlington Park","90022","130","130","Matt Kim","","","Option 1","","01/31/2037","Massachusetts Housing Finance Agency","","","","","","09/10/2034","01/10/2035","OCAF",""
"Washington Heights","75925","404","366","Matt Kim","","","Option 5","","01/30/2036","Massachusetts Housing Finance Agency","","","","","","09/15/2034","01/15/2035","OCAF",""
"Van Buren Park Apartments","75931","300","299","Matt Kim","","","Option 1","","01/31/2044","National Housing Compliance","","","","","","09/17/2034","01/17/2035","OCAF",""
"Fullerton Court","75918","196","195","Matt Kim","","","Option 1","","01/25/2034","National Housing Compliance","","","","","07/26/2034","09/26/2035","01/26/2035","EXPIRES",""
"Circle Park Apartments","75833","418","239","Claire Beatty","","","Original","","01/31/2041","National Housing Compliance","","","","","","10/01/2034","02/01/2035","OCAF",""
"Clifford House","75577","101","100","Mike McKee","","","Option 1","","08/31/2042","Navigate Affordable Housing Partners","","","","","","11/01/2034","02/01/2035","OCAF",""
"Fairview Gardens","90059","160","160","Mike McKee","","","Option 1","","01/31/2038","S.C. State Housing Finance and Development Authority","","","","","","10/01/2034","02/01/2035","OCAF",""
"Ferncliff South","4640005","84","84","Claire Beatty","","","Option 2","","01/31/2038","Navigate Affordable Housing Partners","","","","","","10/01/2034","02/01/2035","OCAF",""
"Sandburg Village","75902","128","128","Matt Kim","","","Option 4","","02/01/2034","National Housing Compliance","","","","","08/01/2034","10/01/2034","02/01/2035","EXPIRES",""
"Market Square","75568","76","75","Mike McKee","","","Option 1","","02/03/2041","Navigate Affordable Housing Partners","","","","","","10/04/2034","02/04/2035","OCAF",""
"Alpha Towers","90114","165","165","Claire Beatty","","","Option 1","","02/28/2044","Assisted Housing Services Corporation","","","","","","12/01/2034","03/01/2035","OCAF",""
"Country Village","75904","104","104","Matt Kim","","","Option 1","","02/29/2036","National Housing Compliance","","","","","","11/01/2034","03/01/2035","OCAF",""
"Towns at River South","90109","161","75","Claire Beatty","","","RAD","","02/28/2043","Richmond Redevelopment and Housing Authority","","","","","","12/01/2034","03/01/2035","OCAF",""
"Armory Plaza","75582","52","52","Claire Beatty","","","Option 1","","03/20/2044","New York State Housing Trust Fund Corporation","","","","","","11/22/2034","03/22/2035","OCAF",""
"Barnum House","75569","84","83","Mike McKee","","","Option 1","","03/31/2041","Navigate Affordable Housing Partners","","","","","","12/01/2034","04/01/2035","OCAF",""
"Bella Vista","79605","100","100","Tolga Ayberk","","","Option 1","","03/31/2041","Southwest Housing Compliance Corporation","","","","","","01/01/2035","04/01/2035","OCAF",""
"Chelsea Square Apartments","82113","","","","","","","","","","","","","","11/01/2034","02/01/2035","04/01/2035","OCAF",""
"Mapleview Towers","75567","101","100","Mike McKee","","","Option 1","","03/31/2041","Navigate Affordable Housing Partners","","","","","","12/01/2034","04/01/2035","OCAF",""
"Marshall Field","75911","628","628","Matt Kim","","","Option 1","","04/30/2035","National Housing Compliance","","","","","10/01/2034","12/01/2034","04/01/2035","EXPIRES",""
"Montgomery Gateway","90024","190","189","Elliot Kohanbash","","","Option 1","","03/31/2045","NJHMFA","","","","","10/01/2034","12/01/2034","04/01/2035","RCS",""
"Montview Heights","90084","50","50","Tolga Ayberk","","","Option 1","","03/31/2040","Colorado Housing and Finance Authority","","","","","10/01/2034","12/01/2034","04/01/2035","RCS",""
"MORH Housing","75927","126","125","Tolga Ayberk","","","Original","","03/31/2036","CAHI","","","","","","12/01/2034","04/01/2035","OCAF",""
"Oak Center","75926","77","77","Tolga Ayberk","","","Option 1","","03/31/2036","CAHI","","","","","","12/01/2034","04/01/2035","OCAF",""
"Park Club Apartments","75835","56","55","Mike McKee","","","Option 1","","03/31/2042","Wisconsin Housing & Economic Development Authority","","","","","","01/01/2035","04/01/2035","OCAF",""
"Riverwood","4640013","83","83","Mike McKee","","","Option 1","","03/31/2035","Navigate Affordable Housing Partners","","","","","10/01/2034","12/01/2034","04/01/2035","EXPIRES",""
"Riverwoods Apartments","79621","125","125","Claire Beatty","","","Option 2","","12/31/2043","CGI","","","","","","12/01/2034","04/01/2035","OCAF",""
"Roosevelt Apartments","90020","114","113","Matt Kim","","","Option 3","","03/31/2026","CGI","","","","","","","04/01/2035","OCAF",""
"Southern Hills/Orlando","75834","212","212","Claire Beatty","","","Option 1","","03/31/2042","National Housing Compliance","","","","","","12/01/2034","04/01/2035","OCAF",""
"Spring Creek","75828","137","137","Matt Kim","","","Option 1","","03/31/2041","National Housing Compliance","","","","","","12/01/2034","04/01/2035","OCAF",""
"St. James Residences","9200045","148","148","Elliot Kohanbash","","","Option 1","","04/01/2045","North Tampa Housing Development Corporation","","","","","10/01/2034","12/01/2034","04/01/2035","RCS",""
"Malcolm Towers","90044","226","225","Elliot Kohanbash","","","Option 2","","04/30/2040","NJHMFA","","","","","10/28/2034","12/28/2034","04/28/2035","RCS",""
"Arvada House","79619","88","88","Tolga Ayberk","","","Option 1","","04/30/2043","Colorado Housing and Finance Authority","","","","","","01/01/2035","05/01/2035","OCAF",""
"Crossroads of New Brighton","75947","172","172","Mike McKee","","","Option 1","","04/30/2036","Minn Housing","","","","","","01/01/2035","05/01/2035","OCAF",""
"Crossroads of Shoreview","75948","44","44","Mike McKee","","","Option 2","","04/30/2036","Minn Housing","","","","","","01/01/2035","05/01/2035","OCAF",""
"Darby Townhouses","90056","172","168","Claire Beatty","","","Option 2","","12/31/2032","Pennsylvania Housing Finance Agency","","","","","05/01/2035","02/01/2035","05/01/2035","RCS",""
"Hacienda Del Rio","90120","146","146","Tolga Ayberk","","","Option 1","","05/01/2044","Arizona Department of Housing","","","","","","01/01/2035","05/01/2035","OCAF",""
"Park Bluff","75951","186","185","Mike McKee","","","Option 1","","03/31/2035","Wisconsin Housing & Economic Development Authority","","","","","11/01/2034","01/01/2035","05/01/2035","EXPIRES",""
"Pineview at Grogran's Mill","79606","300","300","Tolga Ayberk","","","Option 1","","04/30/2041","SWHCC","","","","","","01/01/2035","05/01/2035","OCAF",""
"Poplar Grove","90117","130","128","Mike McKee","","","Option 1","","04/30/2044","North Carolina Housing Finance Agency","","","","","","01/01/2035","05/01/2035","OCAF",""
"Ridgewood at Panther Creek","79607","300","300","Tolga Ayberk","","","Option 1","","04/30/2041","SWHCC","","","","","","01/01/2035","05/01/2035","OCAF",""
"Shiloh Village","75572","168","168","Tolga Ayberk","","","Option 1","","05/01/2041","SWHCC","","","","","","01/01/2035","05/01/2035","OCAF",""
"Shoreline Plaza Apartments","79604","230","187","Mike McKee","","","Option 1","","04/30/2041","Minnesota Housing Finance Agency","","","","","","01/01/2035","05/01/2035","OCAF",""
"Sumler Terrace","4640014","126","126","Elliot Kohanbash","","","Option 1","","04/30/2037","Virginia Housing Development Authority","","","","","","01/01/2035","05/01/2035","OCAF",""
"Trees - Willow","90107","63","63","Claire Beatty","","","Option 1","","04/30/2040","Colorado Housing and Finance Authority","","","","","","01/01/2035","05/01/2035","OCAF",""
"Woodman West","90112","197","196","Elliot Kohanbash","","","Option 1","","03/31/2044","Navigate Affordable Housing Partners","","","","","","02/01/2035","05/01/2035","OCAF",""
"Fairview Homes","75920","136","135","Elliot Kohanbash","","","Option 2","","05/07/2035","NJHMFA","","","","","11/07/2034","01/07/2035","05/07/2035","EXPIRES",""
"Hershey Plaza","75587","216","215","Claire Beatty","","","Option 1","","05/31/2037","Pennsylvania Housing Finance Agency","","","","","","02/28/2035","05/31/2035","OCAF",""
"Bannock Arms","90051","66","66","Tolga Ayberk","","","Option 1","","05/31/2039","Idaho Housing and Finance Association","","","","","","02/01/2035","06/01/2035","OCAF",""
"Branford Manor","75930","442","441","Mike McKee","","","Option 1","","06/01/2037","Navigate Affordable Housing Partners","","","","","","02/01/2035","06/01/2035","OCAF",""
"Country Club Heights","79612","200","120","Claire Beatty","","","RAD","","04/01/2041","Quincy PHA","","","","","","02/01/2035","06/01/2035","OCAF",""
"Crossroads of Edina","75946","64","26","Mike McKee","","","Option 2","","05/31/2036","Minn Housing","","","","","","02/01/2035","06/01/2035","OCAF",""
"Hopkins Village","79623","165","164","Matt Kim","","","Option 1","","06/01/2045","MDHCD","","","","","12/01/2034","02/01/2035","06/01/2035","RCS",""
"Lake Worth Towers","90110","195","195","Elliot Kohanbash","","","PBV","","05/09/2043","Palm Beach County Housing Authority","","","","","","03/01/2035","06/01/2035","Request",""
"Northgate Terrace","75919","201","155","Tolga Ayberk","","","Option 2","","05/31/2035","CAHI","","","","","12/01/2034","02/01/2035","06/01/2035","EXPIRES",""
"Oaks on Clark","79602","80","80","Tolga Ayberk","","","Option 2","","05/31/2040","SWHCC","","","","","12/01/2034","02/01/2035","06/01/2035","RCS",""
"Parkside Houses","90017","180","122","Matt Kim","","","RAD","","05/31/2036","HUD","","","","","","02/01/2035","06/01/2035","OCAF",""
"River Trails","79614","220","215","Tolga Ayberk","","","Option 2","","05/31/2042","SWHCC","","","","","","04/01/2035","06/01/2035","OCAF",""
"South Bay Villa","79608","80","80","Tolga Ayberk","","","Option 1","","05/27/2041","LA LOMOD","","","","","","02/01/2035","06/01/2035","OCAF",""
"Oceanport Gardens","75563","101","100","Elliot Kohanbash","","","Option 1","","06/27/2039","NJHMFA","","","","","","02/28/2035","06/28/2035","OCAF",""
"Marine Terrace","75922","497","441","Mike McKee","","","Option 1","","06/29/2036","CGI","","","","","","03/01/2035","06/30/2035","OCAF",""
"333 Holly","75704","332","139","Tolga Ayberk","","","Option 1","","06/30/2040","SWHCC","","","","","01/01/2035","03/01/2035","07/01/2035","RCS",""
"Butternut Creek","79617","100","198","Mike McKee","","","Option 2","","06/30/2043","MSHDA","","","","","","03/01/2035","07/01/2035","OCAF",""
"Campbell Terrace","75547","249","249","Claire Beatty","","","Option 1","","06/30/2039","National Housing Compliance","","","","","","03/01/2035","07/01/2035","OCAF",""
"Crossroads of East Ravenswood","75936","124","124","Claire Beatty","","","Option 1","","06/30/2036","National Housing Compliance","","","","","","03/01/2035","07/01/2035","OCAF",""
"Greenport","75468","366","364","Elliot Kohanbash","","","Option 1","","01/31/2029","CGI","","","","","","03/01/2035","07/01/2035","OCAF",""
"Morningside Court","75573","171","171","Claire Beatty","","","Option 1","","06/30/2041","National Housing Compliance","","","","","","03/01/2035","07/01/2035","OCAF",""
"Northgate Village","75542","168","168","Tolga Ayberk","","","Option 1","","06/30/2039","SWHA","","","","","","03/01/2035","07/01/2035","OCAF",""
"Nottingham Towers","90113","165","156","Mike McKee","","","Option 1","","05/31/2044","Navigate Affordable Housing Partners","","","","","01/01/2035","03/01/2035","07/01/2035","RCS",""
"Shoreview Apartments","79627","156","156","Tolga Ayberk","","","Option 1","","07/01/2044","CAHI","","","","","","03/01/2035","07/01/2035","OCAF",""
"State Street","75929","51","51","Mike McKee","","","Option 5","","06/30/2036","Wisconsin Housing & Economic Development Authority","","","","","","03/01/2035","07/01/2035","Request",""
"Terrific Tenements","75475","88","88","Elliot Kohanbash","","","Option 1","","07/01/2045","CGI","","","","","01/01/2035","03/01/2035","07/01/2035","RCS",""
"Terry Manor Apartments","79628","170","170","Tolga Ayberk","","","Option 1","","07/01/2044","LA LOMOD","","","","","","03/01/2035","07/01/2035","OCAF",""
"The Pines","75705","152","152","Tolga Ayberk","","","Option 1","","06/30/2040","SWHCC","","","","","01/01/2035","03/01/2035","07/01/2035","RCS",""
"Tompkins Terrace","79622","193","61","Claire Beatty","","","PBV","","02/01/2040","City of Beacon Housing Authority","","","","","","03/01/2035","07/01/2035","Request",""
"Trees - Maple","90105","83","83","Claire Beatty","","","Option 1","","06/30/2037","Colorado Housing and Finance Authority","","","","","","04/01/2035","07/01/2035","OCAF",""
"Woodland Hills","79610","125","125","Mike McKee","","","Option 1","","06/30/2041","MSHDA","","","","","","03/01/2035","07/01/2035","OCAF",""
"Woodland Towers","75934","104","104","Claire Beatty","","","Option 1","","06/30/2036","National Housing Compliance","","","","","","03/01/2035","07/01/2035","OCAF",""
"Walden","75921","89","89","Elliot Kohanbash","","","Option 1","","07/14/2035","CGI","","","","","01/15/2035","03/15/2035","07/15/2035","EXPIRES",""
"All Hallows","79624","157","150","Tolga Ayberk","","","Option 1","","01/31/2026","CAHI","","","","","","04/01/2035","08/01/2035","OCAF",""
"Beacon Hill","79618","198","198","Mike McKee","","","Option 1","","07/31/2043","MSHDA","","","","","","06/01/2035","08/01/2035","OCAF",""
"Federation Plaza","90062","124","123","Elliot Kohanbash","","","Option 1","","07/31/2045","CGI","","","","","02/01/2035","04/01/2035","08/01/2035","RCS",""
"Gates Mills Villa","90064","191","175","Claire Beatty","","","Option 1","","08/01/2044","Assisted Housing Services Corporation","","","","","","05/01/2035","08/01/2035","OCAF",""
"Golden Link Manor","90065","31","31","Tolga Ayberk","","","Option 4","","07/31/2036","Bremerton Housing Authority","","","","","","04/01/2035","08/01/2035","OCAF",""
"James Court","90078","50","50","Tolga Ayberk","","","Option 1","","07/31/2040","HUD","","","","","","05/01/2035","08/01/2035","RCS",""
"La Salle","79626","145","142","Tolga Ayberk","","","Option 1","","01/31/2026","CAHI","","","","","","04/01/2035","08/01/2035","OCAF",""
"Manhattan Plaza","75425","1689","1689","Claire Beatty","","","Option 1","","07/31/2037","HPD","","","","","","04/01/2035","08/01/2035","OCAF",""
"Northpoint","79603","304","304","Claire Beatty","","","Option 1","","07/31/2040","National Housing Compliance","","","","","02/01/2035","04/01/2035","08/01/2035","RCS",""
"Squire Village","90099","51","50","Tolga Ayberk","","","Option 4","","07/31/2040","Colorado Housing and Finance Authority","","","","","02/01/2035","04/01/2035","08/01/2035","RCS",""
"Augustana Homes","75499","186","180","Mike McKee","","","Option 1","","06/17/2033","Navigate Affordable Housing Partners","","","","","03/01/2035","06/01/2035","09/01/2035","RCS",""
"Avon Towers","90049","125","125","Mike McKee","","","Option 1","","08/31/2044","MSHDA","","","","","","05/01/2035","09/01/2035","OCAF",""
"Bayview","79625","146","113","Tolga Ayberk","","","Option 1","","01/31/2026","CAHI","","","","","","05/01/2035","09/01/2035","OCAF",""
"Clarendon Court","75546","152","152","Claire Beatty","","","Option 1","","08/31/2038","National Housing Compliance","","","","","","05/01/2035","09/01/2035","OCAF",""
"Garden House of River Oaks II","75935","145","145","Claire Beatty","","","Option 4","","08/31/2036","HUD","","","","","","05/01/2035","09/01/2035","OCAF",""
"Gates Manor","75933","51","51","Claire Beatty","","","Option 1","","08/31/2036","National Housing Compliance","","","","","","05/01/2035","09/01/2035","OCAF",""
"Luther Towers","90111","362","362","Claire Beatty","","","SPRAC","","11/30/2043","Delaware State Housing Authority","","","","","","05/01/2035","09/01/2035","OCAF",""
"Midtown Estates","90083","88","87","Claire Beatty","","","Option 1","","08/31/2044","THDA","","","","","","06/01/2035","09/01/2035","OCAF",""
"Oaks on Lamar","75539","176","74","Tolga Ayberk","","","Option 1","","08/31/2038","SWHCC","","","","","","05/01/2035","09/01/2035","OCAF",""
"Peterson Plaza","75917","189","189","Mike McKee","","","Option 1","","08/31/2035","National Housing Compliance","","","","","03/01/2035","05/01/2035","09/01/2035","EXPIRES",""
"Plaza Apartments","90128","191","190","Claire Beatty","","","Option 1","","01/31/2037","Missouri Housing Development Commission","","","","","","06/01/2035","09/01/2035","OCAF",""
"River Run","75486","141","140","Mike McKee","","","Option 4","","04/01/2032","Navigate Affordable Housing Partners","","","","","03/01/2035","06/01/2035","09/01/2035","RCS",""
"Riverside Townhomes","75540","128","128","Tolga Ayberk","","","Option 1","","08/31/2038","SWHCC","","","","","","05/01/2035","09/01/2035","OCAF",""
"Sheridan Park","75498","102","10","Matt Kim","","","Section 811","","08/31/2038","NHC","","","","","","05/01/2035","09/01/2035","Request",""
"Somers Point Apartments","75578","225","224","Elliot Kohanbash","","","Option 1","","08/31/2045","NJHMFA","","","","","09/01/2035","05/01/2035","09/01/2035","RCS",""
"South Shore Apartments","7962079615","446","446","Mike McKee","","","Option 1","","06/30/2043","National Housing Compliance","","","","","03/01/2035","04/01/2035","09/01/2035","RCS",""
"St. Andrews Residences","940005","177","177","Elliot Kohanbash","","","PBV","","08/31/2041","West Palm Beach Housing Authority","","","","","","05/01/2035","09/01/2035","Request",""
"The Biltmore Towers","79601","230","230","Matt Kim","","","Option 3","","08/31/2040","Assisted Housing Services Corporation","","","","","","05/01/2035","09/01/2035","OCAF",""
"The Greenhouse","90119","80","79","Matt Kim","","","","","08/31/2043","MassHousing","","","","","","06/01/2035","09/01/2035","OCAF",""
"Trees - Holly","90104","94","94","Claire Beatty","","","Option 2","","08/31/2035","Colorado Housing and Finance Authority","","","","","03/01/2035","06/01/2035","09/01/2035","EXPIRES",""
"Holly House","75564","42","42","Elliot Kohanbash","","","Option 1","","09/23/2040","NJHMFA","","","","","03/24/2035","05/24/2035","09/24/2035","RCS",""
"Alaska House","90045","105","105","Tolga Ayberk","","","Option 1","","09/30/2040","Bremerton Housing Authority","","","","","04/01/2035","06/01/2035","10/01/2035","RCS",""
"Ashley Oaks","4640003","250","250","Matt Kim","","","RAD","","09/30/2036","HUD","","","","","","06/01/2035","10/01/2035","OCAF",""
"Brewster Mews","90016","216","215","Matt Kim","","","","","09/30/2041","HUD","","","","","","06/01/2035","10/01/2035","OCAF",""
"Charter Village","90054","250","220","Claire Beatty","","","Option 1","","09/30/2043","THDA","","","","","","06/01/2035","10/01/2035","OCAF",""
"Colonial Village","75708","66","66","Matt Kim","","","Option 1","","09/30/2041","HUD","","","","","","06/01/2035","10/01/2035","OCAF",""
"Dawson Square","90057","36","36","Tolga Ayberk","","","Option 1","","09/30/2040","Colorado Housing and Finance Authority","","","","","04/01/2035","06/01/2035","10/01/2035","RCS",""
"Helios Station","90069","30","30","Tolga Ayberk","","","Option 1","","09/30/2040","Colorado Housing and Finance Authority","","","","","04/01/2035","06/01/2035","10/01/2035","RCS",""
"Horizon Square","90074","92","92","Claire Beatty","","","Option 1","","09/30/2037","THDA","","","","","","07/01/2035","10/01/2035","OCAF",""
"Lathrop Homes IA","75545","414","151","Mike McKee","","","PBV","","09/30/2037","Chicago Housing Authority","","","","","","08/01/2035","10/01/2035","Request",""
"New Baltimore Place","79616","101","100","Mike McKee","","","Option 1","","05/31/2043","MSHDA","","","","","","06/01/2035","10/01/2035","OCAF",""
"Newman Village","4640002","99","99","Mike McKee","","","RAD","","09/30/2036","HUD","","","","","","06/01/2035","10/01/2035","OCAF",""
"Northcross Townhomes","2640001","99","99","Mike McKee","","","Option 1","","09/30/2039","North Carolina Housing Finance Agency","","","","","","06/01/2035","10/01/2035","OCAF",""
"Princeton Court Apartments","90019","304","144","Matt Kim","","","Option 1","","09/30/2041","NYS Housing Trust Fund","","","","","","06/01/2035","10/01/2035","OCAF",""
"Tiffany Square","90102","52","52","Tolga Ayberk","","","Option 2","","09/30/2040","Colorado Housing and Finance Authority","","","","","","07/01/2035","10/01/2035","OCAF",""
"Trees - Ash","90103","53","53","Claire Beatty","","","Option 1","","09/30/2039","Colorado Housing and Finance Authority","","","","","","07/01/2035","10/01/2035","OCAF",""
"Universal City","75565","160","159","Claire Beatty","","","Option 3","","09/30/2037","National Housing Compliance","","","","","","06/01/2035","10/01/2035","OCAF",""
"Village Park","75431","200","167","Matt Kim","","","Option 5","","09/30/2037","Massachusetts Housing Finance Agency","","","","","","06/01/2035","10/01/2035","OCAF",""
"Walker Mews","75290","167","166","Matt Kim","","","Option 1","","09/30/2044","Maryland Department of Housing and Community Development","","","","","","06/01/2035","10/01/2035","OCAF",""
"Winter Garden","79609","112","112","Claire Beatty","","","Option 1","","10/21/2041","Missouri Housing Development Commission","","","","","","07/01/2035","10/01/2035","OCAF",""
"Augustana Homes of Fairfield","75537","15","15","Mike McKee","","","Option 1","","11/01/2037","Navigate Affordable Housing Partners","","","","","","07/01/2035","10/31/2035","OCAF",""
"Augustana Homes of Greenwich","75535","31","31","Mike McKee","","","Option 1","","10/31/2037","Navigate Affordable Housing Partners","","","","","","07/01/2035","10/31/2035","OCAF",""
"Woodlake Apartments","75584","148","147","Elliot Kohanbash","","","Option 1","","10/31/2044","NJHMFA","","","","","","","10/31/2035","OCAF",""
"Allenhurst Apartments","90015","316","316","Matt Kim","","","RAD","","10/31/2039","HUD","","","","","","07/01/2035","11/01/2035","OCAF",""
"Alms Hill","75924","200","200","Matt Kim","","","Option 1","","10/31/2038","HUD","","","","","","07/01/2035","11/01/2035","OCAF",""
"Garden House of Park Forest","75937","145","145","Claire Beatty","","","Option 4","","10/31/2036","National Housing Compliance","","","","","","07/01/2035","11/01/2035","OCAF",""
"Harmon","75955","210","209","Matt Kim","","","Option 1","","10/31/2038","Assisted Housing Services Corporation","","","","","","07/01/2035","11/01/2035","OCAF",""
"Hostmark Village Cove","90075","120","120","Tolga Ayberk","","","Option 1","","10/31/2039","Bremerton Housing Authority","","","","","","07/01/2035","11/01/2035","OCAF",""
"Linwood Square","75953","200","200","Tolga Ayberk","","","Option 1","","10/31/2037","SWHCC","","","","","","07/01/2035","11/01/2035","OCAF",""
"Riverview II","75464","343","114","Elliot Kohanbash","","","PBV","","11/15/2043","MHACY","","","","","","08/11/2035","11/01/2035","Request",""
"Stephenville Crossing","75952","86","86","Tolga Ayberk","","","Option 1","","10/31/2037","SWHCC","","","","","","07/01/2035","11/01/2035","OCAF",""
"The Magnolia","75954","65","65","Tolga Ayberk","","","Option 2","","11/01/2037","TDHCA","","","","","","07/01/2035","11/01/2035","OCAF",""
"Asbury","90047","119","119","Claire Beatty","","","Option 1","","11/30/2044","Assisted Housing Services Corporation","","","","","","09/01/2035","12/01/2035","OCAF",""
"Asbury Park","90048","44","43","Tolga Ayberk","","","Option 1","","11/30/2040","Colorado Housing and Finance Authority","","","","","06/01/2035","08/01/2035","12/01/2035","RCS",""
"Elmwood Square","75570","138","6","Matt Kim","","","PBV","","11/30/2042","Buffalo Municipal Housing Authority","","","","","","08/01/2035","12/01/2035","Request",""
"Fairview Housing","90060","124","124","Claire Beatty","","","Option 1","","12/01/2044","Assisted Housing Services Corporation","","","","","","08/01/2035","12/01/2035","OCAF",""
"Highland Square","90070","152","152","Mike McKee","","","Option 1","","11/30/2036","S.C. State Housing Finance and Development Authority","","","","","","08/01/2035","12/01/2035","OCAF",""
"Noble Tower","75543","195","195","Tolga Ayberk","","","Option 1","","11/30/2039","HUD (HAP)","","","","","","08/01/2035","12/01/2035","OCAF",""
"Northcrest Gardens","90085","182","182","Claire Beatty","","","Option 1","","11/30/2044","Ohio Housing Finance Agency","","","","","","09/01/2035","12/01/2035","OCAF",""
"Norwalk North","90086","72","72","Claire Beatty","","","Option 1","","12/01/2044","Assisted Housing Services Corporation","","","","","","09/01/2035","12/01/2035","OCAF",""
"Park Place","79611","242","242","Claire Beatty","","","Option 1","","10/21/2041","Missouri Housing Development Commission","","","","","","08/01/2035","12/01/2035","OCAF",""
"Round Barn Manor","79613","156","156","Claire Beatty","","","Option 2","","11/30/2043","National Housing Compliance","","","","","","08/01/2035","12/01/2035","OCAF",""
"Trees - Pine","90106","61","61","Claire Beatty","","","Option 1","","11/30/2040","Colorado Housing and Finance Authority","","","","","","09/01/2035","12/01/2035","OCAF",""
"Wyandot Square","90108","62","62","Claire Beatty","","","Option 1","","03/31/2029","Assisted Housing Services Corporation","","","","","","09/01/2035","12/01/2035","OCAF",""
"Luther Towers","90111","362","362","Claire Beatty","","","SPRAC","","11/30/2043","Delaware State Housing Authority","","","","","","09/06/2035","12/06/2035","OCAF",""
"Ebony Gardens","75566","144","144","Claire Beatty","","","Option 1","","12/31/2040","CGI","","","","","06/08/2035","08/08/2035","12/08/2035","RCS",""
"Chestnut Park (Skyview)","75541","489","241","Matt Kim","","","RAD 2","","12/11/2038","HUD","","","","","","08/11/2035","12/11/2035","RCS",""
"Riverhead Village","75583","135","135","Elliot Kohanbash","","","Option 1","","12/31/2043","CGI","","","","","","08/14/2035","12/14/2035","OCAF",""
"Cherry Garden","75576","254","252","Elliot Kohanbash","","","Option 1","","12/15/2041","NJHMFA","","","","","","08/16/2035","12/16/2035","OCAF",""
"Olde English Village","75923","200","200","Matt Kim","","","Option 3","","12/17/2035","MassHousing","","","","","06/18/2035","08/18/2035","12/18/2035","EXPIRES",""
"Westchester Park","90021","201","200","Matt Kim","","","Option 1","","12/27/2043","New York State Housing Trust Fund Corporation","","","","","","08/27/2035","12/27/2035","OCAF",""
"Albright","90046","112","112","Claire Beatty","","","Option 1","","12/31/2044","Assisted Housing Services Corporation","","","","","","10/01/2035","01/01/2036","OCAF",""
"Bastrop Oak Grove","90030","48","48","Tolga Ayberk","","","Option 4","","01/01/2039","Southwest Housing Compliance Corporation","","","","","","09/01/2035","01/01/2036","OCAF",""
"Bloomingdale Apartments","75932","111","111","Matt Kim","","","Option 1","","12/31/2043","National Housing Compliance","","","","","","09/01/2035","01/01/2036","OCAF",""
"Clinton Manor","75830","60","60","Mike McKee","","","Option 1","","12/31/2040","SC Housing","","","","","07/01/2035","09/01/2035","01/01/2036","RCS",""
"Courthouse Square","90055","171","171","Tolga Ayberk","","","Option 1","","12/31/2039","Colorado Housing and Finance Authority","","","","","07/01/2035","09/01/2035","01/01/2036","RCS",""
"Crevenna Oaks Apartments","667","50","50","Claire Beatty","","","Option 1","","01/01/2044","Navigate Affordable Housing Partners","","","","","","10/01/2035","01/01/2036","OCAF",""
"Faust Landmark Apartments","75532","200","200","Claire Beatty","","","RAD","","07/31/2025","Rockford Housing","","","","","","09/01/2035","01/01/2036","OCAF",""
"Fields Ertel Townhouses","75548","55","55","Matt Kim","","","Option 1","","12/31/2039","Assisted Housing Services Corporation","","","","","","09/01/2035","01/01/2036","OCAF",""
"French Apartments","75116","174","174","Mike McKee","","","Option 1","","12/31/2035","CGI","","","","","","09/01/2035","01/01/2036","EXPIRES",""
"Friendship Court","75831","80","80","Mike McKee","","","Option 2","","12/31/2040","SC State Housing","","","","","07/01/2035","09/01/2035","01/01/2036","RCS",""
"Hoffman Homes","90073","81","81","Mike McKee","","","Option 1","","01/01/2046","North Carolina Housing Finance Agency","","","","","","09/01/2035","01/01/2036","RCS",""
"Hondo Brian Place","90037","40","40","Tolga Ayberk","","","Option 1","","01/01/2039","Southwest Housing Compliance Corporation","","","","","","09/01/2035","01/01/2036","OCAF",""
"International House","90076","99","98","Tolga Ayberk","","","Option 1","","12/31/2037","Bremerton Housing Authority","","","","","","09/01/2035","01/01/2036","OCAF",""
"IOOF Tower","90077","28","28","Tolga Ayberk","","","Option 1","","12/31/2040","Bremerton Housing Authority","","","","","07/01/2035","09/01/2035","01/01/2036","RCS",""
"Loring Towers (MA)","79181","250","140","Matt Kim","","","PBV","","12/31/2042","CTI","","","","","","09/01/2035","01/01/2036","Request",""
"Luther Towers","90111","362","362","Claire Beatty","","","SPRAC","","11/30/2043","Delaware State Housing Authority","","","","","","10/01/2035","01/01/2036","Request",""
"Mad River Manor","90082","74","74","Claire Beatty","","","Option 1","","12/31/2044","Assisted Housing Services Corporation","","","","","","10/01/2036","01/01/2036","OCAF",""
"Newberry Arms","75832","60","60","Mike McKee","","","Option 1","","12/31/2040","SC State Housing","","","","","07/01/2035","09/01/2035","01/01/2036","RCS",""
"Oaks on North Plaza","75544","62","62","Tolga Ayberk","","","Option 1","","12/31/2039","SWHCC","","","","","","09/01/2035","01/01/2036","OCAF",""
"Pinewood Gardens","90092","80","80","Claire Beatty","","","Option 2","","12/31/2044","Assisted Housing Services Corporation","","","","","","10/01/2035","01/01/2036","OCAF",""
